FF9A9E;FAD0C4
FFECD2;FCB69F
FF9A9E;FECFEF
A1C4FD;C2E9FB
CFD9DF;E2EBF0
9080F6;EC77D0
F5F7FA;C3CFE2
667EEA;764BA2
FDFCFB;E2D1C3
89F7FE;66A6FF
48C6EF;6F86D6
F78A9E;FD988B
FEADA6;F5EFEF
A3BDED;6991C7
13547A;2B8DB2
93A5CF;E4EFE9
434343;787878
93A5CF;E4EFE9
FF758C;FF7EB3
868F96;596164
C79081;DFA579
09203F;537895
96DEDA;50C9C3
29323C;485563
EE9CA7;FFDDE1
1E3C72;2A5298
FFC3A0;FFAFBD
32BCE0;6078E9
B7F8DB;50A7C2
069C9C;10C571
